	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
812	Hi, I'm looking for a cheap restaurant in Wuzhong District and it would be best if I could get there directly by subway.	Hallo, ich suche ein günstiges Restaurant im Bezirk Wuzhong und es wäre am besten, wenn ich direkt mit der U-Bahn dorthin gelangen könnte.	['cheap', 'Wuzhong District', 'it would be best if I could get there directly by subway.']	['günstiges', 'Bezirk Wuzhong', 'es wäre am besten, wenn ich direkt mit der U-Bahn dorthin gelangen']	[[22, 27], [42, 58], [63, 120]]	[[21, 30], [45, 59], [64, 130]]	restaurant_goal_4-65_v2###8483	0	user	[[5, 6], [8, 10], [11, 23]]	[[4, 5], [7, 9], [10, 22]]
813	I would recommend Goodman Folk Snacks. You can get there by subway directly.	Ich würde Goodman Folk Snacks empfehlen. Sie können direkt mit der U-Bahn dorthin gelangen.	['Goodman Folk Snacks.', 'You can get there by subway directly.']	['Goodman Folk Snacks', 'Sie können direkt mit der U-Bahn dorthin gelangen.']	[[18, 38], [39, 76]]	[[10, 29], [41, 91]]	restaurant_goal_4-65_v2###8483	0	system	[[3, 6], [6, 13]]	[[2, 5], [6, 14]]
814	What's the average spend in this restaurant?	Wie hoch sind die durchschnittlichen Ausgaben in diesem Restaurant?	[]	[]	[]	[]	restaurant_goal_4-65_v2###8483	1	user	[]	[]
815	It is 42 yuan per person.	Es sind 42 Yuan pro Person.	['42 yuan']	['42 Yuan']	[[6, 13]]	[[8, 15]]	restaurant_goal_4-65_v2###8483	1	system	[[2, 4]]	[[2, 4]]
816	How about the opening hours?	Wie sieht es mit den Öffnungszeiten aus?	[]	[]	[]	[]	restaurant_goal_4-65_v2###8483	2	user	[]	[]
817	It is open 10:00-20:30, Monday to Sunday.	Es ist montags bis sonntags von 10:00 bis 20:30 Uhr geöffnet.	['10:00-20:30, Monday to Sunday.']	['montags bis sonntags von 10:00 bis 20:30 Uhr']	[[11, 41]]	[[7, 51]]	restaurant_goal_4-65_v2###8483	2	system	[[3, 7]]	[[2, 10]]
818	And where is it?	Und wo ist es?	[]	[]	[]	[]	restaurant_goal_4-65_v2###8483	3	user	[]	[]
819	It is at No. 47-1, Jinshan Road (No. B1001-2, B1F, Mudu Rainbow Shopping Mall).	Es befindet sich in der Jinshan Road Nr. 47-1 (Nr. B1001-2, B1F, Einkaufszentrum Mudu Rainbow).	['No. 47-1, Jinshan Road (No. B1001-2, B1F, Mudu Rainbow Shopping Mall).']	['Jinshan Road Nr. 47-1 (Nr. B1001-2, B1F, Einkaufszentrum Mudu Rainbow).']	[[9, 79]]	[[24, 95]]	restaurant_goal_4-65_v2###8483	3	system	[[3, 14]]	[[5, 15]]
820	Sounds like a nice place, thank you so much, bye.	Klingt nach einem schönen Ort, vielen Dank, tschüss.	[]	[]	[]	[]	restaurant_goal_4-65_v2###8483	4	user	[]	[]
821	My pleasure, goodbye.	Gerne, auf Wiedersehen.	[]	[]	[]	[]	restaurant_goal_4-65_v2###8483	4	system	[]	[]
822	Hi, I'm planning a trip to Suzhou. Can you recommend a 5-star resort hotel?	Hallo, ich plane eine Reise nach Suzhou. Können Sie ein 5-Sterne Resort empfehlen?	['Suzhou.', '5-star', 'resort hotel?']	['Suzhou.', '5-Sterne', 'Resort']	[[27, 34], [55, 61], [62, 75]]	[[33, 40], [56, 64], [65, 71]]	hotel_goal_4-32###5424	0	user	[[6, 7], [11, 12], [12, 14]]	[[6, 7], [10, 11], [11, 12]]
823	Hello, Pan Pacific Suzhou in Gusu District may be a good choice. It is a 5-star resort hotel.	Hallo, Pan Pacific Suzhou im Distrikt Gusu könnte eine gute Wahl sein. Es ist ein 5-Sterne Resort.	['Pan Pacific Suzhou', '5-star', 'resort hotel.']	['Pan Pacific Suzhou', '5-Sterne', 'Resort.']	[[7, 25], [73, 79], [80, 93]]	[[7, 25], [82, 90], [91, 98]]	hotel_goal_4-32###5424	0	system	[[1, 4], [15, 16], [16, 18]]	[[1, 4], [15, 16], [16, 17]]
824	Ok, does it have standard rooms?	Ok, hat es Standardzimmer?	['standard rooms?']	['Standardzimmer?']	[[17, 32]]	[[11, 26]]	hotel_goal_4-32###5424	1	user	[[4, 6]]	[[3, 4]]
825	Yes, this resort hotel has standard rooms.	Ja, dieses Resorthotel verfügt über Standardzimmer.	['standard rooms.']	['Standardzimmer.']	[[27, 42]]	[[36, 51]]	hotel_goal_4-32###5424	1	system	[[5, 7]]	[[5, 6]]
826	How about the address?	Wei lautet die Adresse?	[]	[]	[]	[]	hotel_goal_4-32###5424	2	user	[]	[]
827	The hotel's address is No. 259, Xinshi Road, Gusu District, Suzhou.	Die Adresse des Hotels lautet Nr. 259, Xinshi Road, Bezirk Gusu, Suzhou.	['No. 259, Xinshi Road, Gusu District, Suzhou.']	['Nr. 259, Xinshi Road, Bezirk Gusu, Suzhou.']	[[23, 67]]	[[30, 72]]	hotel_goal_4-32###5424	2	system	[[4, 11]]	[[5, 12]]
828	Got it. Do you know its phone number? Please give it to me.	Alles klar. Kennen Sie die Telefonnummer? Bitte gib sie mir.	[]	[]	[]	[]	hotel_goal_4-32###5424	3	user	[]	[]
829	Sure, the phone number is 0512-65103388.	Klar, die Telefonnummer ist 0512-65103388.	['0512-65103388.']	['0512-65103388.']	[[26, 40]]	[[28, 42]]	hotel_goal_4-32###5424	3	system	[[5, 6]]	[[4, 5]]
830	If I book a room here, do I still need to pay for parking?	Wenn ich hier ein Zimmer buche, muss ich dann trotzdem für das Parken bezahlen?	[]	[]	[]	[]	hotel_goal_4-32###5424	4	user	[]	[]
831	No, you can park for free.	Nein, Sie können kostenlos parken.	['free.']	['kostenlos']	[[21, 26]]	[[17, 26]]	hotel_goal_4-32###5424	4	system	[[5, 6]]	[[3, 4]]
832	I see, thank you, goodbye.	Ich verstehe, danke, auf Wiedersehen.	[]	[]	[]	[]	hotel_goal_4-32###5424	5	user	[]	[]
833	Happy to help, bye.	Gerne helfen, tschüss.	[]	[]	[]	[]	hotel_goal_4-32###5424	5	system	[]	[]
834	Hi, because of work, I'll go on a business trip to Wuzhong District, Suzhou. Can you recommend a cheaper hotel nearby?	Hallo, aus beruflichen Gründen gehe ich auf Geschäftsreise in den Bezirk Wuzhong, Suzhou. Könnt ihr mir ein günstigeres Hotel in der Nähe empfehlen?	['Wuzhong District,', 'Suzhou.', 'cheaper']	['Bezirk Wuzhong,', 'Suzhou.', 'günstigeres']	[[51, 68], [69, 76], [97, 104]]	[[66, 81], [82, 89], [108, 119]]	hotel_goal_1-46###5985	0	user	[[11, 13], [13, 14], [18, 19]]	[[10, 12], [12, 13], [17, 18]]
835	Ok, what kind of room do you prefer?	Ok, was für ein Zimmer bevorzugst du?	[]	[]	[]	[]	hotel_goal_1-46###5985	0	system	[]	[]
836	I'd like to book a standard room.	Ich möchte ein Standardzimmer buchen.	['a standard room.']	['ein Standardzimmer']	[[17, 33]]	[[11, 29]]	hotel_goal_1-46###5985	1	user	[[4, 7]]	[[2, 4]]
837	Then I would recommend Pod Inn.	Dann würde ich Pod Inn empfehlen.	['Pod Inn.']	['Pod Inn']	[[23, 31]]	[[15, 22]]	hotel_goal_1-46###5985	1	system	[[4, 6]]	[[3, 5]]
838	Okay, does it have a high rating?	Okay, hat es eine hohe Bewertung?	[]	[]	[]	[]	hotel_goal_1-46###5985	2	user	[]	[]
839	It doesn't have a very high rating, it's 4.1.	Es hat keine sehr hohe Bewertung, sie liegt bei 4,1.	['4.1.']	['4,1.']	[[41, 45]]	[[48, 52]]	hotel_goal_1-46###5985	2	system	[[8, 9]]	[[9, 10]]
840	Well, the rating is a little bit low but that's what you might expect from a cheap hotel. What's the phone number of this hotel?	Nun, die Bewertung ist ein bisschen niedrig, aber das ist, was Sie von einem billigen Hotel erwarten können. Wie lautet die Telefonnummer dieses Hotels?	['cheap']	['billigen']	[[77, 82]]	[[77, 85]]	hotel_goal_1-46###5985	3	user	[[16, 17]]	[[14, 15]]
841	It's 0512-69385585.	Es ist 0512-69385585.	['0512-69385585.']	['0512-69385585.']	[[5, 19]]	[[7, 21]]	hotel_goal_1-46###5985	3	system	[[1, 2]]	[[2, 3]]
842	Got it. Where is it?	Alles klar. Wo ist es?	[]	[]	[]	[]	hotel_goal_1-46###5985	4	user	[]	[]
843	The hotel is at No. 198, South Dongwu Road, Wuzhong District, Suzhou.	Das Hotel befindet sich in Nr. 198, South Dongwu Road, Bezirk Wuzhong, Suzhou.	['No. 198, South Dongwu Road, Wuzhong District, Suzhou.']	['Nr. 198, South Dongwu Road, Bezirk Wuzhong, Suzhou.']	[[16, 69]]	[[27, 78]]	hotel_goal_1-46###5985	4	system	[[4, 12]]	[[5, 13]]
844	I see. Thanks, bye.	Aha. Danke Tschüss.	[]	[]	[]	[]	hotel_goal_1-46###5985	5	user	[]	[]
845	Not at all, bye.	Überhaupt nicht, tschüss.	[]	[]	[]	[]	hotel_goal_1-46###5985	5	system	[]	[]
846	Hi, could you recommend a train from Shenzhen to Hangzhou next Friday morning? Thanks.	Hallo, könnten Sie nächsten Freitagmorgen einen Zug von Shenzhen nach Hangzhou empfehlen? Vielen Dank.	['Shenzhen', 'Hangzhou', 'next Friday morning?']	['Shenzhen', 'Hangzhou', 'nächsten Freitagmorgen']	[[37, 45], [49, 57], [58, 78]]	[[56, 64], [70, 78], [19, 41]]	train_goal_4-7###557	0	user	[[7, 8], [9, 10], [10, 13]]	[[8, 9], [10, 11], [3, 5]]
847	Hello, there are two kinds of trains. Would you prefer a high-speed train or a bullet train?	Hallo, es gibt zwei Arten von Zügen. Bevorzugen Sie einen high-speed Zug oder einen bullet Zug?	['bullet train?']	['bullet Zug?']	[[79, 92]]	[[84, 95]]	train_goal_4-7###557	0	system	[[15, 17]]	[[14, 16]]
848	I'd like to take a bullet train. Are there any first class tickets left?	Ich möchte einen Bullet Train nehmen. Gibt es noch erste Klasse Tickets?	['bullet train.', 'first class']	['Bullet Train', 'erste Klasse']	[[19, 32], [47, 58]]	[[17, 29], [51, 63]]	train_goal_4-7###557	1	user	[[5, 7], [10, 12]]	[[3, 5], [9, 11]]
849	The bullet train D2294, from Shenzhenbei to Hangzhoudong. There are still some tickets left in first class.	Der Bullet Train D2294 von Shenzhenbei nach Hangzhoudong. Es gibt noch Restkarten in der 1. Klasse.	['bullet train', 'D2294, from Shenzhenbei to Hangzhoudong.', 'first class.']	['Bullet Train', 'D2294 von Shenzhenbei nach Hangzhoudong.', '1. Klasse.']	[[4, 16], [17, 57], [95, 107]]	[[4, 16], [17, 57], [89, 99]]	train_goal_4-7###557	1	system	[[1, 3], [3, 8], [15, 17]]	[[1, 3], [3, 8], [14, 16]]
850	How much is the ticket? By the way, could you help me check high-speed trains departing from the place and at around the same time?	Was kostet dieses Ticket? Übrigens, könnten Sie mir helfen, High Speed Trains zu überprüfen, die ungefähr zur gleichen Zeit von diesem Ort abfahren?	['high-speed trains']	['High Speed Trains']	[[60, 77]]	[[60, 77]]	train_goal_4-7###557	2	user	[[13, 15]]	[[9, 12]]
851	Please wait a moment. A first class ticket on the bullet train is 867.0 yuan. The high-speed train G1604, from Shenzhenbei to Hangzhoudong is also an option. Hope this helps you.	Bitte warte einen Moment. Eine Fahrkarte erster Klasse im Bullet Train kostet 867,0 Yuan. Der High Speed Train G1604 von Shenzhenbei nach Hangzhoudong ist ebenfalls eine Option. Hoffe das hilft dir.	['first class', 'bullet train', '867.0 yuan.', 'G1604, from Shenzhenbei to Hangzhoudong']	['erster Klasse', 'Bullet Train', '867,0 Yuan.', 'G1604 von Shenzhenbei nach Hangzhoudong']	[[24, 35], [50, 62], [66, 77], [99, 138]]	[[41, 54], [58, 70], [78, 89], [111, 150]]	train_goal_4-7###557	2	system	[[5, 7], [10, 12], [13, 15], [18, 23]]	[[6, 8], [9, 11], [12, 14], [18, 23]]
852	Great, how much is a second class ticket on the high-speed train?	Toll, wie viel kostet eine Fahrkarte 2. Klasse im High Speed Train?	['second class', 'high-speed train?']	['2. Klasse', 'High Speed Train']	[[21, 33], [48, 65]]	[[37, 46], [50, 66]]	train_goal_4-7###557	3	user	[[5, 7], [10, 12]]	[[6, 8], [9, 12]]
853	A second class ticket on the high-speed train is 599.0 yuan.	Ein Ticket der zweiten Klasse im High Speed Train kostet 599,0 Yuan.	['second class', 'high-speed train', '599.0 yuan.']	['zweiten Klasse', 'High Speed Train', '599,0 Yuan.']	[[2, 14], [29, 45], [49, 60]]	[[15, 29], [33, 49], [57, 68]]	train_goal_4-7###557	3	system	[[1, 3], [6, 8], [9, 11]]	[[3, 5], [6, 9], [10, 12]]
854	Alright, thank you, goodbye!	In Ordnung, danke, auf Wiedersehen!	[]	[]	[]	[]	train_goal_4-7###557	4	user	[]	[]
855	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	train_goal_4-7###557	4	system	[]	[]
856	Hello, I'm in Suzhou for business. I have some free time and want to visit some historic sites in Gusu District. Can you recommend a cheaper one?	Hallo, ich bin geschäftlich in Suzhou. Ich habe etwas Freizeit und möchte einige historische Sehenswürdigkeiten im Bezirk Gusu besuchen. Könnt ihr mir etwas günstigeres empfehlen?	['Suzhou', 'historic sites in Gusu District.']	['Suzhou.', 'historische Sehenswürdigkeiten im Bezirk Gusu']	[[14, 20], [80, 112]]	[[31, 38], [81, 126]]	attraction_restaurant_hotel_goal_2-59_v2###2345	0	user	[[3, 4], [16, 21]]	[[5, 6], [13, 18]]
857	Ok, I would recommend Suzhou Museum.	Ok, ich würde das Suzhou Museum empfehlen.	['Suzhou Museum.']	['Suzhou Museum']	[[22, 36]]	[[18, 31]]	attraction_restaurant_hotel_goal_2-59_v2###2345	0	system	[[4, 6]]	[[4, 6]]
858	Good, can you tell me the phone number of it so I can ask about the ticket price?	Gut, können Sie mir die Telefonnummer davon sagen, damit ich nach dem Ticketpreis fragen kann?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	1	user	[]	[]
859	Here it is, 0512-67575666.	Hier ist es, 0512-67575666.	['0512-67575666.']	['0512-67575666.']	[[12, 26]]	[[13, 27]]	attraction_restaurant_hotel_goal_2-59_v2###2345	1	system	[[3, 4]]	[[3, 4]]
860	What about its rating?	Was ist mit seiner Bewertung?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	2	user	[]	[]
861	It's got a rating of 4.6.	Es hat eine Bewertung von 4,6.	['4.6.']	['4,6.']	[[21, 25]]	[[26, 30]]	attraction_restaurant_hotel_goal_2-59_v2###2345	2	system	[[5, 6]]	[[5, 6]]
862	Ok. I'm looking for a place to stay and I would prefer a slightly more expensive business hotel. Could you recommend one?	OK. Ich suche eine Unterkunft und würde ein etwas teureres Business-Hotel bevorzugen. Könnt ihr eines empfehlen?	['a slightly more expensive', 'business hotel.']	['ein etwas teureres', 'Business-Hotel']	[[55, 80], [81, 96]]	[[40, 58], [59, 73]]	attraction_restaurant_hotel_goal_2-59_v2###2345	3	user	[[12, 16], [16, 18]]	[[7, 10], [10, 11]]
863	Sure, Suzhou Shui'an Hanshe Boutique Hotel is a good choice.	Sicher, das Suzhou Shui'an Hanshe Boutique Hotel ist eine gute Wahl.	"[""Shui'an Hanshe Boutique Hotel""]"	"[""Suzhou Shui'an Hanshe Boutique Hotel""]"	[[13, 42]]	[[12, 48]]	attraction_restaurant_hotel_goal_2-59_v2###2345	3	system	[[2, 6]]	[[2, 7]]
864	Ok, what about its phone number?	Ok, was ist mit seiner Telefonnummer?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	4	user	[]	[]
865	Here's the phone number, 180-5181-5602.	Hier ist die Telefonnummer, 180-5181-5602.	['180-5181-5602.']	['180-5181-5602.']	[[25, 39]]	[[28, 42]]	attraction_restaurant_hotel_goal_2-59_v2###2345	4	system	[[4, 5]]	[[4, 5]]
866	Does it charge for parking?	Muss das Parken bezahlt werden?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	5	user	[]	[]
867	It's free.	Es ist kostenlos.	['free.']	['kostenlos.']	[[5, 10]]	[[7, 17]]	attraction_restaurant_hotel_goal_2-59_v2###2345	5	system	[[1, 2]]	[[2, 3]]
868	Great. I must also try some delicious food while in Suzhou. Could you recommend a slightly more expensive restaurant serving bread and desserts? A place with tasty food.	Groß. Ich muss in Suzhou auch etwas leckeres Essen probieren. Können Sie ein etwas teureres Restaurant empfehlen, das Brot und Desserts serviert? Ein Ort mit leckerem Essen.	['Suzhou.', 'a slightly more expensive', 'bread and desserts?']	['Suzhou', 'etwas teureres', 'Brot und Desserts']	[[52, 59], [80, 105], [125, 144]]	[[18, 24], [77, 91], [118, 135]]	attraction_restaurant_hotel_goal_2-59_v2###2345	6	user	[[10, 11], [14, 18], [20, 23]]	[[4, 5], [13, 15], [18, 21]]
869	I recommend L'Arome. It is a nice restaurant with amazing food.	Ich empfehle L'Arome. Es ist ein schönes Restaurant mit tollem Essen.	"[""L'Arome.""]"	"[""L'Arome.""]"	[[12, 20]]	[[13, 21]]	attraction_restaurant_hotel_goal_2-59_v2###2345	6	system	[[2, 3]]	[[2, 3]]
870	Good, can I get there directly by subway?	Gut, komme ich direkt mit der U-Bahn dorthin?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	7	user	[]	[]
871	Yes, you can.	Ja, kannst du.	['can.']	['kannst']	[[9, 13]]	[[4, 10]]	attraction_restaurant_hotel_goal_2-59_v2###2345	7	system	[[2, 3]]	[[1, 2]]
872	Great! Any recommendations in this restaurant?	Groß! Irgendwelche Empfehlungen in diesem Restaurant?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	8	user	[]	[]
873	You can try Cream of Mushroom Soup. It is wonderful.	Sie können die Pilzcremesuppe versuchen. Sie ist wunderbar.	['Cream of Mushroom Soup.']	['Pilzcremesuppe']	[[12, 35]]	[[15, 29]]	attraction_restaurant_hotel_goal_2-59_v2###2345	8	system	[[3, 7]]	[[3, 4]]
874	Ok. Great! Thanks for your service. Goodbye!	OK. Gut! Vielen Dank für Ihren Service. Auf Wiedersehen!	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	9	user	[]	[]
875	You're welcome. Have a nice day!	Gern geschehen. Einen schönen Tag noch!	[]	[]	[]	[]	attraction_restaurant_hotel_goal_2-59_v2###2345	9	system	[]	[]
876	Hi, I'd like to find an English tutorial class for my child in fifth grade. It would be best if the class is on Saturday evening so I can take my child to and from it. Could you recommend a suitable class?	Hallo, ich würde gerne einen Englisch Nachhilfekurs für mein Kind in der fünften Klasse finden. Es wäre am besten, wenn der Unterricht Samstag am Abend ist, damit ich mein Kind hin und zurück bringen kann. Könnt ihr mir einen passenden Kurs empfehlen?	['English', 'fifth grade.', 'Saturday', 'evening']	['Englisch', 'fünften Klasse', 'Samstag', 'Abend']	[[24, 31], [63, 75], [112, 120], [121, 128]]	[[29, 37], [73, 87], [135, 142], [146, 151]]	Class_goal_1-1_v2###8989	0	user	[[6, 7], [13, 15], [24, 25], [25, 26]]	[[5, 6], [12, 14], [22, 23], [24, 25]]
877	You could register for class PE5J05065. It is suitable for your child.	Sie könnten sich für den Kurs PE5J05065 anmelden. Er ist für Ihr Kind geeignet.	['PE5J05065.']	['PE5J05065']	[[29, 39]]	[[30, 39]]	Class_goal_1-1_v2###8989	0	system	[[5, 6]]	[[6, 7]]
878	Ok, who is the teacher responsible for the class?	Ok, wer ist der für den Kurs zuständige Lehrer?	[]	[]	[]	[]	Class_goal_1-1_v2###8989	1	user	[]	[]
879	It's Li Jiayi, an experienced and excellent teacher.	Es ist Li Jiayi, ein erfahrener und ausgezeichneter Lehrer.	['Li Jiayi,']	['Li Jiayi,']	[[5, 14]]	[[7, 16]]	Class_goal_1-1_v2###8989	1	system	[[1, 3]]	[[2, 4]]
880	Great! When does the class start?	Super! Wann beginnt der Unterricht?	[]	[]	[]	[]	Class_goal_1-1_v2###8989	2	user	[]	[]
881	The class starts at 18:00 every Saturday.	Der Unterricht beginnt jeden Samstag um 18:00 Uhr.	['18:00', 'Saturday.']	['18:00 Uhr.', 'Samstag']	[[20, 25], [32, 41]]	[[40, 50], [29, 36]]	Class_goal_1-1_v2###8989	2	system	[[4, 5], [6, 7]]	[[6, 8], [4, 5]]
882	When does the class end?	Wann endet der Unterricht?	[]	[]	[]	[]	Class_goal_1-1_v2###8989	3	user	[]	[]
883	The class ends at 20:00.	Der Unterricht endet um 20:00 Uhr.	['20:00.']	['20:00 Uhr.']	[[18, 24]]	[[24, 34]]	Class_goal_1-1_v2###8989	3	system	[[4, 5]]	[[4, 6]]
884	How much is the tuition fee?	Wie hoch ist die Studiengebühr?	[]	[]	[]	[]	Class_goal_1-1_v2###8989	4	user	[]	[]
885	It is 960 yuan.	Es sind 960 Yuan.	['960']	['960']	[[6, 9]]	[[8, 11]]	Class_goal_1-1_v2###8989	4	system	[[2, 3]]	[[2, 3]]
886	Ok. Great! Thanks for your service. Goodbye!	OK. Super! Vielen Dank für Ihren Service. Auf Wiedersehen!	[]	[]	[]	[]	Class_goal_1-1_v2###8989	5	user	[]	[]
887	You're welcome! I wish your dear child get good grades!	Gern geschehen! Ich wünsche Ihrem lieben Kind gute Noten!	[]	[]	[]	[]	Class_goal_1-1_v2###8989	5	system	[]	[]
888	Hi, my friends will come to Suzhou to visit me and we want to find a cheaper restaurant. It would be nice if it's near Suzhou New District, close to where I live.	Hallo, meine Freunde kommen nach Suzhou, um mich zu besuchen, und wir wollen ein billigeres Restaurant finden. Es wäre schön, wenn es in der Nähe des Suzhou New District wäre, da wo ich wohne.	['cheaper', 'Suzhou New District,']	['billigeres', 'Suzhou New District']	[[69, 76], [119, 139]]	[[81, 91], [150, 169]]	restaurant_hotel_goal_2-33_v2###2194	0	user	[[16, 17], [25, 28]]	[[14, 15], [26, 29]]
889	I recommend you go to Yamazaki Bakery, it's quite good.	Ich empfehle Ihnen, zur Yamazaki Bakery zu gehen, es ist ziemlich gut.	['Yamazaki Bakery,']	['Yamazaki Bakery']	[[22, 38]]	[[24, 39]]	restaurant_hotel_goal_2-33_v2###2194	0	system	[[5, 7]]	[[4, 6]]
890	Can we go to the restaurant directly by subway?	Können wir direkt mit der U-Bahn zum Restaurant fahren?	[]	[]	[]	[]	restaurant_hotel_goal_2-33_v2###2194	1	user	[]	[]
